iter	RMSE
232	0.7080947984
233	0.707003774
234	0.7063970331
235	0.7055250061
236	0.7011060191
237	0.6996412625
238	0.6991624108
239	0.69828483
240	0.6972817728
241	0.6956879159
242	0.6926371786
243	0.6914144561
244	0.6904958548
245	0.6874048146
246	0.6862460465
247	0.6853398705
248	0.6841145432
249	0.6834300707
250	0.6828999906
251	0.6808548438
252	0.6768551558
253	0.6751210042
254	0.6735862497
255	0.6728633381
256	0.6696425826
257	0.6671416967
258	0.6662549157
259	0.6648655059
260	0.661864038
261	0.6609486104
262	0.6602454092
263	0.6573211828
264	0.6543824097
265	0.6513681278
266	0.6508105069
267	0.6501563403
268	0.6493542508
269	0.6481583716
270	0.644193048
271	0.6411361759
272	0.6383103923
273	0.6341985319
274	0.6316382769
275	0.6280533864
276	0.6277592051
277	0.6256987917
278	0.6235130048
279	0.6223256959
280	0.6212136804
281	0.6206815092
282	0.6183492462
283	0.6167342026
284	0.6154944572
285	0.6146152717
286	0.6121802615
287	0.6098280293
288	0.608435779
289	0.6070739751
290	0.6041889828
291	0.6029299629
292	0.601321051
293	0.5999179717
294	0.5998098473
295	0.5976323656
296	0.5955518343
297	0.5945972206
298	0.5922918297
299	0.5896083426
300	0.5884766369
301	0.5871453576
302	0.5855004954
303	0.5833220677
304	0.5823580985
305	0.5808519514
306	0.5795744296
307	0.5765408597
308	0.5740081606
309	0.5719255816
310	0.5714215377
311	0.5700349559
312	0.5695026146
313	0.5679074053
314	0.5668028048
315	0.5631370534
316	0.5602436738
317	0.5600782515
318	0.5583730366
319	0.5571862374
320	0.5548672084
321	0.5529939859
322	0.5517599316
323	0.5515053273
324	0.5506710834
325	0.5499565532
326	0.5491253023
327	0.5486865504
328	0.5478501122
329	0.5471549737
330	0.5440990458
331	0.543285155
332	0.5416075632
333	0.5413446901
334	0.5398850423
335	0.5396018807
336	0.5391453545
337	0.5383429305
338	0.5368526821
339	0.5360353901
340	0.5347907095
341	0.5346099355
342	0.5342086598
343	0.532973998
344	0.5306078892
345	0.5293894384
346	0.5287197308
347	0.5283361334
348	0.5264655957
349	0.5233995601
350	0.5212139176
351	0.5207991167
352	0.5202296601
353	0.5182402744
354	0.5172605955
355	0.5169402509
356	0.5154470999
357	0.5141309079
358	0.5131079279
359	0.5124361049
360	0.5110440125
361	0.5099903165
362	0.5078502992
363	0.5067871084
364	0.5059703981
365	0.5048245716
366	0.50413613
367	0.5037370503
368	0.5026450923
369	0.5020283439
370	0.4992510793
371	0.4986589232
372	0.4970499513
373	0.495994029
374	0.4954312336
375	0.4948315652
376	0.4938474792
377	0.4926931704
378	0.4916343636
379	0.4901635491
380	0.4899991338
381	0.4895708062
382	0.4892663899
383	0.4880164049
384	0.4868093904
385	0.4864416828
386	0.4851672587
387	0.4834071625
388	0.4827053912
389	0.4818091659
390	0.4812170258
391	0.4810125761
392	0.4799821512
393	0.4794935142
394	0.4781849405
395	0.4765820077
396	0.4755377805
397	0.4752753525
398	0.4729592797
399	0.4716648324
400	0.4707260047
401	0.469693622
402	0.468733605
403	0.4677763858
404	0.4669709881
405	0.4666999035
406	0.466350554
407	0.4649960902
408	0.4646003993
409	0.4643220424
410	0.4620047163
411	0.4615135778
412	0.4612025647
413	0.4601404146
414	0.4599544352
415	0.4585429779
416	0.4582543133
417	0.4564201513
418	0.4554481412
419	0.4549978958
420	0.4531475601
421	0.4522294101
422	0.4505465358
423	0.4503630488
424	0.449132476
425	0.4485428005
426	0.446086124
427	0.4448622482
428	0.4440741223
429	0.4427543526
430	0.4418843792
431	0.4409700257
432	0.4406559065
433	0.4400168014
434	0.4395339607
435	0.4390429818
436	0.4382351376
437	0.4362930866
438	0.4337092802
439	0.4316935102
440	0.4302753864
441	0.4283854156
442	0.4274582069
443	0.426389338
444	0.4246650982
445	0.4241027322
446	0.4233641684
447	0.4223407305
448	0.4221443618
449	0.4210969555
450	0.4202639267
451	0.4197812
452	0.4178269867
453	0.4154948203
454	0.4145166152
455	0.4136163988
456	0.4117278475
457	0.4103386662
458	0.4093646421
459	0.4089889478
460	0.4083400679
461	0.4077037998
462	0.406546463
463	0.4044703645
464	0.4040398783
465	0.4031849336
466	0.4029874514
467	0.402485334
468	0.4019683614
469	0.4018335346
470	0.3993530531
471	0.3992016403
472	0.3974451901
473	0.3964242288
474	0.39627073
475	0.3957013789
476	0.3953011127
477	0.3946232102
478	0.3944275486
479	0.3936656353
480	0.3923061357
481	0.3911065851
482	0.3903754397
483	0.3897327469
484	0.3888117181
485	0.3884614089
486	0.3876992321
487	0.3861365104
488	0.3848913687
489	0.3838416246
490	0.3828573643
491	0.3815864902
492	0.380664264
493	0.3803872477
494	0.378787786
495	0.378326477
496	0.3765123226
497	0.3746900393
498	0.3743969848
499	0.3734409842
500	0.3712850368
501	0.3692813758
502	0.3682380497
503	0.3678148258
504	0.3666006338
505	0.3652112384
506	0.3641873291
507	0.3634309928
508	0.3627977686
509	0.3620631939
510	0.361909989
511	0.3617648591
512	0.3612117129
513	0.359437941
514	0.3580331301
515	0.3571210782
516	0.3565404431
517	0.3552431188
518	0.3545022775
519	0.3542200589
520	0.3531878555
521	0.3524745408
522	0.3511953805
523	0.3502476941
524	0.3492547704
525	0.3485777037
526	0.3481067503
527	0.3472990966
528	0.3460680233
529	0.3454106078
530	0.34481835
531	0.3438993965
532	0.3421792891
533	0.3414184368
534	0.3410378207
535	0.3396631304
536	0.3393907746
537	0.3382736157
538	0.3375048382
539	0.3366317903
540	0.3351510342
541	0.3347098148
542	0.3346270189
543	0.3333909523
544	0.3332355821
545	0.332441355
546	0.331470029
547	0.3310564104
548	0.3302247468
549	0.3287678489
550	0.3286397588
551	0.3281438195
552	0.3274185312
553	0.3270598506
554	0.3264811046
555	0.3252648056
556	0.3243946625
557	0.3242737057
558	0.3227330257
559	0.3226151491
560	0.3208995762
561	0.3203034374
562	0.3199744551
563	0.3188669136
564	0.317870952
565	0.3174435899
566	0.316897514
567	0.3168135698
568	0.3156555805
569	0.3148446341
570	0.3140783426
571	0.3129478495
572	0.3113752482
573	0.3113045649
574	0.3107750286
575	0.3101791729
576	0.3096573838
577	0.3087323632
578	0.3078688058
579	0.3066874337
580	0.3052623429
581	0.304185493
582	0.3041216951
583	0.3030135743
584	0.3019383361
585	0.3015648836
586	0.3009026813
587	0.3000534054
588	0.2988312783
589	0.2984807097
590	0.2977296536
591	0.2971427064
592	0.296253535
593	0.2957243608
594	0.2950899437
595	0.294821941
596	0.293423264
597	0.292328433
598	0.2916494006
599	0.2911669489
600	0.2898032647
601	0.2893331368
602	0.2887271295
603	0.2881894742
604	0.2871708394
605	0.2868241879
606	0.2866334696
607	0.2864405916
608	0.2859073332
609	0.2854443007
610	0.2851548066
611	0.2844581694
612	0.2842505724
613	0.2835997165
614	0.2823971769
615	0.2819820388
616	0.2811153632
617	0.2806412549
618	0.2797243877
619	0.2788044799
620	0.2779243468
621	0.2765728992
622	0.2760607504
623	0.2753420362
624	0.2747573203
625	0.274020225
626	0.2739939554
627	0.2721392192
628	0.2717148799
629	0.2714803261
630	0.2714003145
631	0.2709996919
632	0.2707206493
633	0.2706445973
634	0.2704855454
635	0.2698836797
636	0.2694854108
637	0.2691742592
638	0.2686563611
639	0.2686123205
640	0.2681486232
641	0.2678344397
642	0.2670641174
643	0.2662070095
644	0.2655552889
645	0.2652525862
646	0.2650545529
647	0.2648448453
648	0.2638545265
649	0.2627982764
650	0.2627378096
651	0.2622411178
652	0.2620767103
653	0.2618066828
654	0.261311856
655	0.2608044854
656	0.2600716876
657	0.2595688287
658	0.2593095684
659	0.259290304
660	0.2586699882
661	0.256984013
662	0.256223744
663	0.2551560562
664	0.2540092381
665	0.253016123
666	0.2518063937
667	0.2511474454
668	0.2506901775
669	0.2502040911
670	0.2488767654
671	0.2484342935
672	0.2480226265
673	0.247819822
674	0.2466094737
675	0.2464587542
676	0.2458619497
677	0.2454542475
678	0.2448730692
679	0.2442141778
680	0.2437165462
681	0.2433465055
682	0.2432156538
683	0.2427072104
684	0.2426797181
685	0.2424149466
686	0.2419448312
687	0.2416986957
688	0.2411682909
689	0.2401188683
690	0.2395762622
691	0.2387172373
692	0.2377584552
693	0.2377210338
694	0.2375724877
695	0.2373648048
696	0.2372325
697	0.2367613711
698	0.2362796633
699	0.236108025
700	0.2354678189
701	0.234966254
702	0.2347302683
703	0.234520822
704	0.23369833
705	0.2331124989
706	0.232270495
707	0.2319357932
708	0.2317422848
709	0.2308303176
710	0.2300566284
711	0.2299322811
712	0.2297665085
713	0.2294840399
714	0.2294206177
715	0.2289073206
716	0.2283907026
717	0.2278533717
718	0.2275940984
719	0.2271321359
720	0.2265008275
721	0.225973686
722	0.2258202522
723	0.2250577887
724	0.2248969297
725	0.2239035638
726	0.2238858425
727	0.2236360217
728	0.2228051497
729	0.221900729
730	0.2216594073
731	0.2208077853
732	0.2201116887
733	0.2196235884
734	0.2188598588
735	0.2183903343
736	0.2183764448
737	0.2180568893
738	0.2179841042
739	0.217276096
740	0.2166347795
741	0.2166215806
742	0.2158216879
743	0.2154940666
744	0.2148999292
745	0.2144078818
746	0.2133511071
747	0.2132950726
748	0.2131992645
749	0.2131030531
750	0.2126798138
751	0.2124314638
752	0.2124131963
753	0.2116929602
754	0.2112680086
755	0.2108246207
756	0.210761154
757	0.2106770994
758	0.210199663
759	0.2098295124
760	0.2090768925
761	0.2087981232
762	0.2087370757
763	0.2082328006
764	0.2081656208
765	0.2081016678
766	0.2078705724
767	0.2073372733
768	0.2071175447
769	0.2066494593
770	0.2059067629
771	0.205547133
772	0.2048811472
773	0.2048369428
774	0.20465543
775	0.2036868136
776	0.2034974977
777	0.2033220781
778	0.2027215539
779	0.2020879503
780	0.2016777447
781	0.2005983939
782	0.1990059086
783	0.1989812042
784	0.1984318653
785	0.1981325048
786	0.1980768564
787	0.1970462142
788	0.1967379073
789	0.1966582014
790	0.1964922795
791	0.1962085695
792	0.1960663073
793	0.1958272068
794	0.1951730926
795	0.1950494722
796	0.1947615867
797	0.1942865704
798	0.1940998497
799	0.1937010202
800	0.1934755063
801	0.1934215594
802	0.1930011096
803	0.1921983673
804	0.1919731963
805	0.1914326696
806	0.191376411
807	0.1908071329
808	0.1901777444
809	0.1900319304
810	0.189831784
811	0.1898135769
812	0.1897712409
813	0.1897262999
814	0.1892810388
815	0.1891405436
816	0.1884726166
817	0.1884694084
818	0.1884180481
819	0.1877271631
820	0.1874428313
821	0.1868775673
822	0.1866611466
823	0.186615389
824	0.186025228
825	0.1860122103
826	0.18584027
827	0.185788318
828	0.1857693008
829	0.1850466299
830	0.18444418
831	0.1839954187
832	0.183538533
833	0.1832600893
834	0.1832407954
835	0.1826754801
836	0.1821835677
837	0.1811180106
838	0.1810878868
839	0.1807223462
840	0.1802159969
841	0.179684123
842	0.1790248578
843	0.178622176
844	0.1784768425
845	0.1781023748
846	0.1777460483
847	0.177137815
848	0.1765900304
849	0.1764341587
850	0.1761795879
851	0.1761184958
852	0.1755390506
853	0.174911128
854	0.1746874586
855	0.1741882051
856	0.1739179274
857	0.1737821596
858	0.1733447589
859	0.1733350977
860	0.1733262162
861	0.1731154534
862	0.1727515949
863	0.1725896569
864	0.1721522083
865	0.1717695889
866	0.1714168951
867	0.1708790605
868	0.1707463921
869	0.1704189981
870	0.1696414489
871	0.1689536824
872	0.168517337
873	0.168025345
874	0.1675055227
875	0.1673830502
876	0.1673747534
877	0.167252918
878	0.166653882
879	0.1660989282
880	0.1653910457
881	0.1651974844
882	0.1650061542
883	0.1649989908
884	0.1645168799
885	0.1636300431
886	0.1634155953
887	0.1625407148
888	0.161610821
889	0.1610250307
890	0.1607869607
891	0.1605661694
892	0.1603746711
893	0.1598001493
894	0.1593410394
895	0.1589833496
896	0.1587487671
897	0.1581722749
898	0.1573566373
899	0.1566903824
900	0.1563915071
901	0.1559375141
902	0.1553935992
903	0.1551684731
904	0.1546472723
905	0.1542040515
906	0.1538439826
907	0.1535351248
908	0.1532557633
909	0.1524257904
910	0.1520140958
911	0.1516333177
912	0.1514442927
913	0.15120824
914	0.1509434318
915	0.1506830996
916	0.150450208
917	0.1500997538
918	0.1499348964
919	0.149718544
920	0.149530811
921	0.149462381
922	0.1492762392
923	0.149266239
924	0.1487682014
925	0.1486128015
926	0.1484754234
927	0.1480520539
928	0.1476491244
929	0.1472367938
930	0.1469228883
931	0.1467214842
932	0.1465339174
933	0.146247819
934	0.1460231086
935	0.1451329769
936	0.1450683199
937	0.1448194687
938	0.1445902437
939	0.1442815443
940	0.1437239027
941	0.1436729062
942	0.1435743066
943	0.1435274045
944	0.1431582229
945	0.1426719431
946	0.1421413849
947	0.1419826736
948	0.1415359729
949	0.1408717919
950	0.1406409252
951	0.1402315071
952	0.1397728667
953	0.1391674636
954	0.1390346314
955	0.1388710394
956	0.1385724534
957	0.1380916839
958	0.1374598936
959	0.1366543741
960	0.1362571096
961	0.1360638141
962	0.135804897
963	0.1352787278
964	0.13464956
965	0.1342606532
966	0.1339165152
967	0.1337918445
968	0.1334811415
969	0.1331223366
970	0.1330357305
971	0.1326806571
972	0.1324789671
973	0.1322572639
974	0.131866467
975	0.1317277859
976	0.1315501071
977	0.131332241
978	0.1312739285
979	0.1310924925
980	0.1306726173
981	0.1305196895
982	0.1303178127
983	0.130029278
984	0.1297067125
985	0.1294075304
986	0.1291284588
987	0.1289269902
988	0.1286300751
989	0.128301317
990	0.1281376496
991	0.127994857
992	0.1277765797
993	0.1274488257
994	0.1268687162
995	0.1267537416
996	0.1265225226
997	0.1263286308
998	0.1260542105
999	0.1259379219
